hour,weekday,month,is_weekend,Pickup Location,demand
11,0,1,0,Khan Market,2
11,0,1,0,Kherki Daula Toll,1
11,0,1,0,Laxmi Nagar,1
11,0,1,0,Mansarovar Park,2
11,0,1,0,Meerut,1
11,0,1,0,Model Town,1
11,0,1,0,Moolchand,1
11,0,1,0,Mundka,1
11,0,1,0,Narsinghpur,1
11,0,1,0,Nawada,2
11,0,1,0,Nehru Place,1
11,0,1,0,New Colony,1
11,0,1,0,Nirman Vihar,1
11,0,1,0,Noida Film City,1
11,0,1,0,Paharganj,1
11,0,1,0,Panchsheel Park,1
11,0,1,0,Panipat,1
11,0,1,0,Patel Chowk,2
11,0,1,0,Peeragarhi,1
11,0,1,0,Pitampura,1
11,0,1,0,Pragati Maidan,1
11,0,1,0,Punjabi Bagh,1
11,0,1,0,Raj Nagar Extension,1
11,0,1,0,Rajiv Nagar,1
11,0,1,0,Ramesh Nagar,1
11,0,1,0,Rithala,2
11,0,1,0,Rohini West,1
11,0,1,0,Saket,2
11,0,1,0,Saket A Block,1
11,0,1,0,Shastri Nagar,2
11,0,1,0,Shivaji Park,1
11,0,1,0,South Extension,1
11,0,1,0,Subhash Chowk,1
11,0,1,0,Sultanpur,1
11,0,1,0,Sushant Lok,1
11,0,1,0,Tis Hazari,1
11,0,1,0,Tughlakabad,1
11,0,1,0,Udyog Bhawan,1
11,0,1,0,Udyog Vihar,1
11,0,1,0,Uttam Nagar,2
11,0,1,0,Vaishali,1
11,0,1,0,Vatika Chowk,1
11,0,1,0,Vinobapuri,1
11,0,1,0,Welcome,1
11,0,1,0,Yamuna Bank,1
11,0,2,0,AIIMS,2
11,0,2,0,Anand Vihar,1
11,0,2,0,Anand Vihar ISBT,1
11,0,2,0,Ashok Vihar,1
11,0,2,0,Bhiwadi,1
11,0,2,0,Chanakyapuri,1
11,0,2,0,DLF City Court,1
11,0,2,0,Dwarka Sector 21,1
11,0,2,0,Faridabad Sector 15,1
11,0,2,0,Greater Kailash,1
11,0,2,0,Greater Noida,1
11,0,2,0,Gurgaon Sector 29,1
11,0,2,0,Gurgaon Sector 56,1
11,0,2,0,Huda City Centre,1
11,0,2,0,IMT Manesar,2
11,0,2,0,ITO,1
11,0,2,0,Janakpuri,1
11,0,2,0,Jasola,1
11,0,2,0,Jhilmil,1
11,0,2,0,Kadarpur,1
11,0,2,0,Kalkaji,1
11,0,2,0,Kaushambi,1
11,0,2,0,MG Road,1
11,0,2,0,Malviya Nagar,1
11,0,2,0,Mayur Vihar,2
11,0,2,0,Mehrauli,1
11,0,2,0,Model Town,1
11,0,2,0,Mundka,1
11,0,2,0,Munirka,2
11,0,2,0,Nawada,1
11,0,2,0,Paharganj,1
11,0,2,0,Paschim Vihar,3
11,0,2,0,Pataudi Chowk,1
11,0,2,0,Peeragarhi,1
11,0,2,0,Preet Vihar,1
11,0,2,0,Rajiv Chowk,1
11,0,2,0,Rajiv Nagar,2
11,0,2,0,Saket A Block,1
11,0,2,0,Sikanderpur,2
11,0,2,0,Subhash Chowk,1
11,0,2,0,Subhash Nagar,2
11,0,2,0,Sultanpur,2
11,0,2,0,Sushant Lok,1
11,0,2,0,Udyog Vihar,1
11,0,2,0,Vasant Kunj,1
11,0,2,0,Vatika Chowk,1
11,0,2,0,Yamuna Bank,1
11,0,3,0,Akshardham,1
11,0,3,0,Anand Vihar ISBT,1
11,0,3,0,Ashram,1
11,0,3,0,Azadpur,1
11,0,3,0,Badarpur,1
11,0,3,0,Badshahpur,2
11,0,3,0,Basai Dhankot,2
11,0,3,0,Bhikaji Cama Place,3
11,0,3,0,Bhiwadi,1
11,0,3,0,Central Secretariat,1
11,0,3,0,Chanakyapuri,1
11,0,3,0,Ghitorni Village,1
11,0,3,0,Govindpuri,1
11,0,3,0,Greater Noida,1
11,0,3,0,Green Park,1
11,0,3,0,Gurgaon Sector 29,1
11,0,3,0,Gurgaon Sector 56,2
11,0,3,0,IGI Airport,1
11,0,3,0,IIT Delhi,1
11,0,3,0,IMT Manesar,2
11,0,3,0,India Gate,1
11,0,3,0,Indirapuram,1
11,0,3,0,Kalkaji,1
11,0,3,0,Kanhaiya Nagar,1
11,0,3,0,Karkarduma,1
11,0,3,0,Kashmere Gate,1
11,0,3,0,Keshav Puram,1
11,0,3,0,Khandsa,2
11,0,3,0,Laxmi Nagar,1
11,0,3,0,MG Road,1
11,0,3,0,Madipur,1
11,0,3,0,Mehrauli,1
11,0,3,0,Model Town,1
11,0,3,0,Moolchand,1
11,0,3,0,Nehru Place,1
11,0,3,0,Netaji Subhash Place,2
11,0,3,0,New Colony,1
11,0,3,0,Panchsheel Park,1
11,0,3,0,Panipat,1
11,0,3,0,Pragati Maidan,1
11,0,3,0,Raj Nagar Extension,1
11,0,3,0,Rajiv Chowk,1
11,0,3,0,Rajiv Nagar,1
11,0,3,0,Rithala,1
11,0,3,0,Rohini,1
11,0,3,0,Rohini West,1
11,0,3,0,Samaypur Badli,1
11,0,3,0,Satguru Ram Singh Marg,1
11,0,3,0,Sikanderpur,1
11,0,3,0,Sohna Road,1
11,0,3,0,South Extension,1
11,0,3,0,Udyog Vihar Phase 4,1
11,0,3,0,Vidhan Sabha,1
11,0,4,0,AIIMS,1
11,0,4,0,Anand Vihar,1
11,0,4,0,Anand Vihar ISBT,1
11,0,4,0,Ashok Vihar,1
11,0,4,0,Ashram,1
11,0,4,0,Aya Nagar,2
11,0,4,0,Azadpur,1
11,0,4,0,Badshahpur,1
11,0,4,0,Bahadurgarh,1
11,0,4,0,Bhiwadi,1
11,0,4,0,Botanical Garden,2
11,0,4,0,Chanakyapuri,1
11,0,4,0,Chhatarpur,1
11,0,4,0,Connaught Place,1
11,0,4,0,Cyber Hub,1
11,0,4,0,DLF Phase 3,1
11,0,4,0,Dilshad Garden,1
11,0,4,0,Dwarka Sector 21,1
11,0,4,0,Faridabad Sector 15,2
11,0,4,0,Ghaziabad,1
11,0,4,0,Ghitorni,1
11,0,4,0,Greater Kailash,1
11,0,4,0,Hauz Khas,1
11,0,4,0,IFFCO Chowk,1
11,0,4,0,IGI Airport,1
11,0,4,0,IGNOU Road,2
11,0,4,0,Jahangirpuri,1
11,0,4,0,Jasola,1
11,0,4,0,Kadarpur,1
11,0,4,0,Kalkaji,1
11,0,4,0,Kashmere Gate ISBT,1
11,0,4,0,Keshav Puram,2
11,0,4,0,Kherki Daula Toll,2
11,0,4,0,Kirti Nagar,1
11,0,4,0,Lajpat Nagar,1
11,0,4,0,Lok Kalyan Marg,1
11,0,4,0,Maidan Garhi,2
11,0,4,0,Mandi House,1
11,0,4,0,Mansarovar Park,1
11,0,4,0,Mehrauli,1
11,0,4,0,Model Town,1
11,0,4,0,Mundka,1
11,0,4,0,Netaji Subhash Place,1
11,0,4,0,Nirman Vihar,1
11,0,4,0,Noida Sector 18,1
11,0,4,0,Okhla,1
11,0,4,0,Old Gurgaon,1
11,0,4,0,Paharganj,1
11,0,4,0,Panchsheel Park,1
11,0,4,0,Paschim Vihar,2
11,0,4,0,Rajouri Garden,1
11,0,4,0,Rohini West,1
11,0,4,0,Shahdara,1
11,0,4,0,Shastri Nagar,2
11,0,4,0,Shastri Park,1
11,0,4,0,Sohna Road,1
11,0,4,0,Subhash Nagar,2
11,0,4,0,Sushant Lok,1
11,0,4,0,Udyog Bhawan,1
11,0,4,0,Vaishali,1
11,0,4,0,Vatika Chowk,1
11,0,4,0,Vidhan Sabha,1
11,0,4,0,Vishwavidyalaya,2
11,0,4,0,Welcome,1
11,0,5,0,AIIMS,1
11,0,5,0,Anand Vihar,1
11,0,5,0,Arjangarh,1
11,0,5,0,Ashok Park Main,1
11,0,5,0,Ashram,1
11,0,5,0,Azadpur,1
11,0,5,0,Badarpur,2
11,0,5,0,Barakhamba Road,2
11,0,5,0,Bhikaji Cama Place,1
11,0,5,0,Bhiwadi,1
11,0,5,0,Connaught Place,1
11,0,5,0,Ghaziabad,1
11,0,5,0,Greater Noida,1
11,0,5,0,Gurgaon Sector 56,1
11,0,5,0,IFFCO Chowk,1
11,0,5,0,IGNOU Road,1
11,0,5,0,IMT Manesar,1
11,0,5,0,INA Market,1
11,0,5,0,ITO,1
11,0,5,0,Jama Masjid,1
11,0,5,0,Jasola,1
11,0,5,0,Jhilmil,2
11,0,5,0,Karkarduma,1
11,0,5,0,Kaushambi,1
11,0,5,0,Kirti Nagar,1
11,0,5,0,Lajpat Nagar,1
11,0,5,0,Madipur,1
11,0,5,0,Mandi House,1
11,0,5,0,Mansarovar Park,1
11,0,5,0,Mayur Vihar,2
11,0,5,0,Model Town,1
11,0,5,0,Nawada,1
11,0,5,0,Paharganj,1
11,0,5,0,Panipat,1
11,0,5,0,Punjabi Bagh,1
11,0,5,0,Rajiv Chowk,1
11,0,5,0,Rajouri Garden,1
11,0,5,0,Rohini West,1
11,0,5,0,Sadar Bazar Gurgaon,1
11,0,5,0,Saket,1
11,0,5,0,Sushant Lok,1
11,0,5,0,Udyog Vihar,1
11,0,5,0,Yamuna Bank,1
11,0,6,0,AIIMS,2
11,0,6,0,Adarsh Nagar,1
11,0,6,0,Ambience Mall,1
11,0,6,0,Ashok Park Main,1
11,0,6,0,Azadpur,1
11,0,6,0,Badarpur,1
11,0,6,0,Chanakyapuri,1
11,0,6,0,Cyber Hub,1
11,0,6,0,DLF City Court,1
11,0,6,0,Delhi Gate,1
11,0,6,0,GTB Nagar,1
11,0,6,0,Gurgaon Railway Station,1
11,0,6,0,Gwal Pahari,1
11,0,6,0,Hero Honda Chowk,1
11,0,6,0,IGI Airport,1
11,0,6,0,IIT Delhi,1
11,0,6,0,INA Market,1
11,0,6,0,India Gate,1
11,0,6,0,Jahangirpuri,1
11,0,6,0,Jor Bagh,1
11,0,6,0,Karkarduma,2
11,0,6,0,Kaushambi,1
11,0,6,0,Keshav Puram,2
11,0,6,0,Kherki Daula Toll,2
11,0,6,0,Kirti Nagar,1
11,0,6,0,Lal Quila,1
11,0,6,0,Malviya Nagar,1
11,0,6,0,Mandi House,1
11,0,6,0,Mayur Vihar,1
11,0,6,0,Meerut,2
11,0,6,0,Narsinghpur,1
11,0,6,0,Nehru Place,1
11,0,6,0,New Colony,1
11,0,6,0,Noida Extension,1
11,0,6,0,Noida Sector 62,1
11,0,6,0,Okhla,2
11,0,6,0,Peeragarhi,1
11,0,6,0,Rajiv Nagar,2
11,0,6,0,Sadar Bazar Gurgaon,1
11,0,6,0,Samaypur Badli,2
11,0,6,0,Sarojini Nagar,1
11,0,6,0,Satguru Ram Singh Marg,1
11,0,6,0,Shivaji Park,1
11,0,6,0,Sikanderpur,1
11,0,6,0,Sonipat,2
11,0,6,0,South Extension,1
11,0,6,0,Udyog Vihar,1
11,0,7,0,Anand Vihar,1
11,0,7,0,Anand Vihar ISBT,1
11,0,7,0,Ardee City,2
11,0,7,0,Ashok Vihar,2
11,0,7,0,Ashram,1
11,0,7,0,Aya Nagar,1
11,0,7,0,Badarpur,2
11,0,7,0,Basai Dhankot,1
11,0,7,0,Botanical Garden,2
11,0,7,0,Central Secretariat,3
11,0,7,0,Chandni Chowk,1
11,0,7,0,Chirag Delhi,2
11,0,7,0,Cyber Hub,1
11,0,7,0,DLF City Court,1
11,0,7,0,Ghaziabad,1
11,0,7,0,Ghitorni,1
11,0,7,0,Golf Course Road,2
11,0,7,0,Greater Kailash,1
11,0,7,0,Greater Noida,1
11,0,7,0,Gurgaon Sector 56,1
11,0,7,0,Hero Honda Chowk,1
11,0,7,0,IMT Manesar,1
11,0,7,0,Inderlok,1
11,0,7,0,India Gate,2
11,0,7,0,Janakpuri,1
11,0,7,0,Kashmere Gate,1
11,0,7,0,Khandsa,1
11,0,7,0,Lajpat Nagar,1
11,0,7,0,Lal Quila,2
11,0,7,0,Laxmi Nagar,1
11,0,7,0,Lok Kalyan Marg,1
11,0,7,0,Madipur,1
11,0,7,0,Mayur Vihar,1
11,0,7,0,Meerut,1
11,0,7,0,Mehrauli,3
11,0,7,0,Moolchand,3
11,0,7,0,Moti Nagar,3
11,0,7,0,Nawada,2
11,0,7,0,Netaji Subhash Place,1
11,0,7,0,New Colony,1
11,0,7,0,Paharganj,1
11,0,7,0,Palam Vihar,1
11,0,7,0,Panchsheel Park,1
11,0,7,0,Paschim Vihar,1
11,0,7,0,Pataudi Chowk,1
11,0,7,0,Patel Chowk,1
11,0,7,0,Preet Vihar,1
11,0,7,0,Qutub Minar,1
11,0,7,0,Raj Nagar Extension,1
11,0,7,0,Rajouri Garden,1
11,0,7,0,Rithala,1
11,0,7,0,Subhash Chowk,1
11,0,7,0,Sultanpur,1
11,0,7,0,Tilak Nagar,1
11,0,7,0,Tis Hazari,1
11,0,7,0,Udyog Vihar Phase 4,1
11,0,7,0,Vidhan Sabha,1
11,0,8,0,Anand Vihar,1
11,0,8,0,Anand Vihar ISBT,1
11,0,8,0,Ashok Vihar,1
11,0,8,0,Central Secretariat,1
11,0,8,0,Chanakyapuri,1
11,0,8,0,DLF City Court,2
11,0,8,0,Dilshad Garden,1
11,0,8,0,GTB Nagar,2
11,0,8,0,Greater Kailash,1
11,0,8,0,Greater Noida,2
11,0,8,0,Hero Honda Chowk,1
11,0,8,0,Huda City Centre,1
11,0,8,0,IMT Manesar,1
11,0,8,0,INA Market,3
11,0,8,0,Jahangirpuri,1
11,0,8,0,Jhilmil,2
11,0,8,0,Kashmere Gate,2
11,0,8,0,Kaushambi,1
11,0,8,0,Kirti Nagar,1
11,0,8,0,Lok Kalyan Marg,1
11,0,8,0,Mansarovar Park,1
11,0,8,0,Munirka,2
11,0,8,0,Narsinghpur,1
11,0,8,0,Nirman Vihar,2
11,0,8,0,Noida Sector 18,1
11,0,8,0,Noida Sector 62,1
11,0,8,0,Okhla,1
11,0,8,0,Panchsheel Park,1
11,0,8,0,Peeragarhi,1
11,0,8,0,Pitampura,1
11,0,8,0,Qutub Minar,1
11,0,8,0,Rajiv Nagar,1
11,0,8,0,Rajouri Garden,1
11,0,8,0,Rohini,2
11,0,8,0,Saidulajab,1
11,0,8,0,Sarojini Nagar,1
11,0,8,0,Seelampur,1
11,0,8,0,Shastri Park,1
11,0,8,0,Shivaji Park,1
11,0,8,0,South Extension,1
11,0,8,0,Tis Hazari,2
11,0,8,0,Tughlakabad,1
11,0,8,0,Vasant Kunj,1
11,0,8,0,Vishwavidyalaya,1
11,0,8,0,Yamuna Bank,1
11,0,9,0,Anand Vihar ISBT,1
11,0,9,0,Ashok Vihar,1
11,0,9,0,Ashram,1
11,0,9,0,Azadpur,1
11,0,9,0,Badarpur,1
11,0,9,0,Badshahpur,1
11,0,9,0,Barakhamba Road,1
11,0,9,0,Bhikaji Cama Place,1
11,0,9,0,Central Secretariat,1
11,0,9,0,Chirag Delhi,1
11,0,9,0,Civil Lines Gurgaon,1
11,0,9,0,Connaught Place,1
11,0,9,0,Delhi Gate,1
11,0,9,0,Greater Noida,1
11,0,9,0,Gwal Pahari,1
11,0,9,0,Hauz Khas,1
11,0,9,0,Hero Honda Chowk,1
11,0,9,0,IGI Airport,1
11,0,9,0,IMT Manesar,1
11,0,9,0,ITO,1
11,0,9,0,Janakpuri,1
11,0,9,0,Jasola,2
11,0,9,0,Karol Bagh,1
11,0,9,0,Kashmere Gate,1
11,0,9,0,Keshav Puram,1
11,0,9,0,Kherki Daula Toll,1
11,0,9,0,Kirti Nagar,1
11,0,9,0,Lajpat Nagar,1
11,0,9,0,Laxmi Nagar,1
11,0,9,0,Lok Kalyan Marg,1
11,0,9,0,Madipur,1
11,0,9,0,Meerut,1
11,0,9,0,Mehrauli,1
11,0,9,0,Model Town,1
11,0,9,0,Munirka,1
11,0,9,0,Narsinghpur,1
11,0,9,0,Nawada,1
11,0,9,0,Nehru Place,2
11,0,9,0,Nirman Vihar,2
11,0,9,0,Noida Extension,2
11,0,9,0,Noida Film City,3
11,0,9,0,Noida Sector 18,1
11,0,9,0,Pragati Maidan,1
11,0,9,0,Preet Vihar,1
11,0,9,0,Pulbangash,1
11,0,9,0,Rohini,1
11,0,9,0,Sadar Bazar Gurgaon,1
11,0,9,0,Saket,1
11,0,9,0,Seelampur,1
11,0,9,0,Shahdara,1
11,0,9,0,Subhash Chowk,1
11,0,9,0,Sultanpur,1
11,0,9,0,Vasant Kunj,1
11,0,9,0,Vishwavidyalaya,2
11,0,10,0,Ashok Vihar,1
11,0,10,0,Bahadurgarh,2
11,0,10,0,Bhiwadi,1
11,0,10,0,Chanakyapuri,1
11,0,10,0,Chandni Chowk,1
11,0,10,0,Cyber Hub,1
11,0,10,0,Ghitorni,1
11,0,10,0,Greater Noida,1
11,0,10,0,Gwal Pahari,2
11,0,10,0,IGNOU Road,2
11,0,10,0,IIT Delhi,1
11,0,10,0,Inderlok,1
11,0,10,0,Jahangirpuri,1
11,0,10,0,Janakpuri,2
11,0,10,0,Kalkaji,1
11,0,10,0,Kanhaiya Nagar,1
11,0,10,0,Lok Kalyan Marg,1
11,0,10,0,Madipur,1
11,0,10,0,Malviya Nagar,2
11,0,10,0,Meerut,1
11,0,10,0,New Delhi Railway Station,1
11,0,10,0,Noida Sector 62,1
11,0,10,0,Panchsheel Park,1
11,0,10,0,Paschim Vihar,1
11,0,10,0,Patel Chowk,1
11,0,10,0,Pitampura,1
11,0,10,0,Pragati Maidan,1
11,0,10,0,Raj Nagar Extension,3
11,0,10,0,Ramesh Nagar,2
11,0,10,0,Saket A Block,2
11,0,10,0,Sarai Kale Khan,1
11,0,10,0,South Extension,1
11,0,10,0,Sultanpur,1
11,0,10,0,Tilak Nagar,1
11,0,10,0,Udyog Vihar,1
11,0,10,0,Udyog Vihar Phase 4,1
11,0,10,0,Vaishali,1
11,0,10,0,Vasant Kunj,1
11,0,11,0,Anand Vihar,1
11,0,11,0,Anand Vihar ISBT,1
11,0,11,0,Ardee City,1
11,0,11,0,Aya Nagar,1
11,0,11,0,Azadpur,1
11,0,11,0,Badshahpur,1
11,0,11,0,Bahadurgarh,2
11,0,11,0,Barakhamba Road,3
11,0,11,0,Bhikaji Cama Place,1
11,0,11,0,Bhiwadi,1
11,0,11,0,Chirag Delhi,1
11,0,11,0,Cyber Hub,1
11,0,11,0,Dwarka Mor,2
11,0,11,0,Faridabad Sector 15,1
11,0,11,0,Green Park,2
11,0,11,0,Gurgaon Sector 29,2
11,0,11,0,IGI Airport,1
11,0,11,0,IMT Manesar,1
11,0,11,0,ITO,1
11,0,11,0,Inderlok,1
11,0,11,0,India Gate,1
11,0,11,0,Jahangirpuri,1
11,0,11,0,Jama Masjid,1
11,0,11,0,Janakpuri,1
11,0,11,0,Jhilmil,1
11,0,11,0,Kashmere Gate ISBT,1
11,0,11,0,Khandsa,1
11,0,11,0,Kirti Nagar,1
11,0,11,0,Malviya Nagar,3
11,0,11,0,Mayur Vihar,1
11,0,11,0,Noida Sector 18,1
11,0,11,0,Noida Sector 62,1
11,0,11,0,Palam Vihar,1
11,0,11,0,Panipat,1
11,0,11,0,Peeragarhi,2
11,0,11,0,Pulbangash,1
11,0,11,0,RK Puram,1
11,0,11,0,Raj Nagar Extension,1
11,0,11,0,Rajiv Nagar,1
11,0,11,0,Rajouri Garden,1
11,0,11,0,Sadar Bazar Gurgaon,1
11,0,11,0,Saket,1
11,0,11,0,Saket A Block,1
11,0,11,0,Sarai Kale Khan,1
11,0,11,0,Sarojini Nagar,1
11,0,11,0,Sohna Road,1
11,0,11,0,Sultanpur,1
11,0,11,0,Tilak Nagar,2
11,0,11,0,Tughlakabad,1
11,0,11,0,Udyog Vihar,1
11,0,11,0,Uttam Nagar,1
11,0,11,0,Vasant Kunj,1
11,0,11,0,Vatika Chowk,1
11,0,12,0,AIIMS,1
11,0,12,0,Anand Vihar,1
11,0,12,0,Anand Vihar ISBT,1
11,0,12,0,Barakhamba Road,1
11,0,12,0,Bhiwadi,1
11,0,12,0,Chirag Delhi,3
11,0,12,0,Civil Lines Gurgaon,2
11,0,12,0,Cyber Hub,1
11,0,12,0,Dwarka Mor,2
11,0,12,0,GTB Nagar,1
11,0,12,0,Golf Course Road,1
11,0,12,0,Govindpuri,1
11,0,12,0,Gurgaon Sector 29,1
11,0,12,0,IGI Airport,2
11,0,12,0,Jahangirpuri,1
11,0,12,0,Janakpuri,2
11,0,12,0,Jasola,1
11,0,12,0,Jhilmil,1
11,0,12,0,Jor Bagh,2
11,0,12,0,Karol Bagh,3
11,0,12,0,Kashmere Gate,1
11,0,12,0,Kherki Daula Toll,1
11,0,12,0,Lajpat Nagar,1
11,0,12,0,Madipur,1
11,0,12,0,Maidan Garhi,1
11,0,12,0,Malviya Nagar,1
11,0,12,0,Model Town,2
11,0,12,0,Nehru Place,1
11,0,12,0,Netaji Subhash Place,1
11,0,12,0,New Colony,1
11,0,12,0,Noida Film City,1
11,0,12,0,Old Gurgaon,1
11,0,12,0,Peeragarhi,1
11,0,12,0,Raj Nagar Extension,1
11,0,12,0,Rajiv Chowk,2
11,0,12,0,Rajiv Nagar,2
11,0,12,0,Rajouri Garden,1
11,0,12,0,Rohini,1
11,0,12,0,Rohini East,1
11,0,12,0,Rohini West,1
11,0,12,0,Samaypur Badli,1
11,0,12,0,Sarojini Nagar,2
11,0,12,0,Satguru Ram Singh Marg,2
11,0,12,0,Shastri Park,1
11,0,12,0,Subhash Chowk,1
11,0,12,0,Sultanpur,1
11,0,12,0,Tis Hazari,1
11,0,12,0,Tughlakabad,2
11,0,12,0,Uttam Nagar,1
11,0,12,0,Vasant Kunj,1
11,0,12,0,Vidhan Sabha,1
11,0,12,0,Welcome,1
11,0,12,0,Yamuna Bank,2
11,1,1,0,Anand Vihar,1
11,1,1,0,Arjangarh,1
11,1,1,0,Aya Nagar,2
11,1,1,0,Azadpur,1
11,1,1,0,Badarpur,1
11,1,1,0,Bhikaji Cama Place,1
11,1,1,0,Botanical Garden,1
11,1,1,0,Central Secretariat,1
11,1,1,0,Cyber Hub,1
11,1,1,0,DLF Phase 3,2
11,1,1,0,Dwarka Mor,2
11,1,1,0,Faridabad Sector 15,1
11,1,1,0,Ghaziabad,1
11,1,1,0,Greater Kailash,1
11,1,1,0,Green Park,2
11,1,1,0,Gurgaon Sector 56,1
11,1,1,0,IGI Airport,1
11,1,1,0,IIT Delhi,1
11,1,1,0,ITO,1
11,1,1,0,Inderlok,1
11,1,1,0,Indraprastha,1
11,1,1,0,Jahangirpuri,1
11,1,1,0,Jasola,1
11,1,1,0,Jhilmil,1
11,1,1,0,Jor Bagh,1
11,1,1,0,Karol Bagh,1
11,1,1,0,Kirti Nagar,2
11,1,1,0,Lal Quila,2
11,1,1,0,Lok Kalyan Marg,1
11,1,1,0,MG Road,2
11,1,1,0,Madipur,2
11,1,1,0,Malviya Nagar,1
11,1,1,0,Manesar,1
11,1,1,0,Meerut,1
11,1,1,0,Munirka,1
11,1,1,0,Narsinghpur,1
11,1,1,0,Nawada,1
11,1,1,0,Nirman Vihar,1
11,1,1,0,Noida Sector 18,1
11,1,1,0,Palam Vihar,3
11,1,1,0,Pataudi Chowk,1
11,1,1,0,Qutub Minar,1
11,1,1,0,RK Puram,1
11,1,1,0,Raj Nagar Extension,1
11,1,1,0,Rajouri Garden,1
11,1,1,0,Rithala,1
11,1,1,0,Sadar Bazar Gurgaon,1
11,1,1,0,Sarai Kale Khan,1
11,1,1,0,Seelampur,1
11,1,1,0,Shahdara,1
11,1,1,0,Shastri Park,1
11,1,1,0,Sikanderpur,1
11,1,1,0,Sohna Road,1
11,1,1,0,South Extension,1
11,1,1,0,Subhash Chowk,1
11,1,1,0,Subhash Nagar,1
11,1,1,0,Vaishali,1
11,1,1,0,Vatika Chowk,1
11,1,1,0,Vinobapuri,1
11,1,1,0,Welcome,1
11,1,2,0,Adarsh Nagar,1
11,1,2,0,Ardee City,1
11,1,2,0,Bhikaji Cama Place,1
11,1,2,0,Chanakyapuri,1
11,1,2,0,Chirag Delhi,1
11,1,2,0,Cyber Hub,2
11,1,2,0,Delhi Gate,1
11,1,2,0,GTB Nagar,1
11,1,2,0,Ghaziabad,1
11,1,2,0,Ghitorni Village,1
11,1,2,0,Govindpuri,1
11,1,2,0,Greater Noida,1
11,1,2,0,Gurgaon Railway Station,2
11,1,2,0,Hauz Rani,1
11,1,2,0,Hero Honda Chowk,1
11,1,2,0,IFFCO Chowk,2
11,1,2,0,India Gate,1
11,1,2,0,Jahangirpuri,2
11,1,2,0,Janakpuri,1
11,1,2,0,Kalkaji,2
11,1,2,0,Kashmere Gate ISBT,1
11,1,2,0,Khan Market,1
11,1,2,0,Laxmi Nagar,2
11,1,2,0,Mandi House,1
11,1,2,0,Manesar,2
11,1,2,0,Mansarovar Park,1
11,1,2,0,Mayur Vihar,1
11,1,2,0,Mehrauli,1
11,1,2,0,Moolchand,1
11,1,2,0,Moti Nagar,1
11,1,2,0,Netaji Subhash Place,1
11,1,2,0,Nirman Vihar,2
11,1,2,0,Noida Extension,2
11,1,2,0,Noida Sector 62,1
11,1,2,0,Panipat,1
11,1,2,0,Paschim Vihar,1
11,1,2,0,Pataudi Chowk,1
11,1,2,0,Pulbangash,1
11,1,2,0,Punjabi Bagh,1
11,1,2,0,Rajiv Chowk,2
11,1,2,0,Rajiv Nagar,1
11,1,2,0,Rohini East,1
11,1,2,0,Rohini West,1
11,1,2,0,Saket,1
11,1,2,0,Satguru Ram Singh Marg,1
11,1,2,0,Seelampur,1
11,1,2,0,Sohna Road,1
11,1,2,0,Subhash Nagar,2
11,1,2,0,Tilak Nagar,1
11,1,2,0,Udyog Bhawan,1
11,1,2,0,Uttam Nagar,1
11,1,2,0,Vaishali,1
11,1,2,0,Vishwavidyalaya,1
11,1,2,0,Yamuna Bank,1
11,1,3,0,Akshardham,1
11,1,3,0,Anand Vihar ISBT,1
11,1,3,0,Badarpur,1
11,1,3,0,Chanakyapuri,1
11,1,3,0,Cyber Hub,1
11,1,3,0,DLF City Court,1
11,1,3,0,Ghitorni,1
11,1,3,0,Green Park,1
11,1,3,0,Gwal Pahari,1
11,1,3,0,Hero Honda Chowk,1
11,1,3,0,IFFCO Chowk,2
11,1,3,0,Indirapuram,1
11,1,3,0,Jama Masjid,1
11,1,3,0,Janakpuri,1
11,1,3,0,Jhilmil,1
11,1,3,0,Jor Bagh,1
11,1,3,0,Kanhaiya Nagar,1
11,1,3,0,Lal Quila,1
11,1,3,0,Madipur,1
11,1,3,0,Mandi House,1
11,1,3,0,Mayur Vihar,1
11,1,3,0,Moti Nagar,3
11,1,3,0,Nehru Place,1
11,1,3,0,Netaji Subhash Place,1
11,1,3,0,Noida Extension,1
11,1,3,0,Noida Sector 62,1
11,1,3,0,Paharganj,1
11,1,3,0,Panchsheel Park,1
11,1,3,0,Pataudi Chowk,1
11,1,3,0,Patel Chowk,1
11,1,3,0,Rajiv Chowk,1
11,1,3,0,Sadar Bazar Gurgaon,1
11,1,3,0,Shivaji Park,1
11,1,3,0,Sohna Road,1
11,1,3,0,Udyog Bhawan,1
11,1,3,0,Udyog Vihar,1
11,1,3,0,Vatika Chowk,1
11,1,3,0,Vinobapuri,1
11,1,3,0,Yamuna Bank,1
11,1,4,0,Ashram,1
11,1,4,0,Aya Nagar,1
11,1,4,0,Badarpur,1
11,1,4,0,Bahadurgarh,1
11,1,4,0,Barakhamba Road,1
11,1,4,0,Central Secretariat,1
11,1,4,0,Chandni Chowk,1
11,1,4,0,Chirag Delhi,1
11,1,4,0,Civil Lines Gurgaon,1
11,1,4,0,Connaught Place,2
11,1,4,0,Dilshad Garden,1
11,1,4,0,Dwarka Mor,1
11,1,4,0,Ghitorni Village,1
11,1,4,0,Golf Course Road,1
11,1,4,0,Govindpuri,1
11,1,4,0,Green Park,1
11,1,4,0,Gwal Pahari,1
11,1,4,0,Hero Honda Chowk,1
11,1,4,0,IGI Airport,1
11,1,4,0,IMT Manesar,1
